symbol,first_pt,consensus_pt,analysis_date,analysis_price,summary,updated_at,analyst_id,quintile_id,price,last_price,buy_price,consensus_upside,first_upsdie,weight
AC,0.00,0.00,2020-10-30,32.23,"10/30/20 AC QR: AC provides investment advisory services in the United States. The discount to book value and the dividend are not enticing. Pass.'\n''\n''\n'CATALYSTS:'\n''\n'VALUATION: Dividend 0.20 (0.60%)'\n'2021 EPS avg NA'\n'price'\n'fwd PE'\n''\n''\n'BVPS (as of 6/30/20) 38.13'\n'price 32.23'\n'discount 15%'\n''\n'LIQUIDITY:'\n'as of 6/30/20'\n'current debt M'\n'long-term debt M'\n'
SEASONALITY:'\n''\n'SUMMARY:'\n''\n'EVENTS:'\n''\n'PIPELINE:'\n''\n'GLOSSARY:'\n''\n'SOURCES:'\n''\n'",,3,6,0.00,32.23,0,0,0,0.00
ACAD,0.00,32.00,2017-11-09,28.00,"'\n'3/9/21 BO -45% 25.02 ACAD: FDA issues CRL for label expansion for Pimavanserin in hallucinations and delusions associated with dementia-related psychosis. Deficiencies have not been revealed yet so difficult to value. q5/pass.'\n''\n'6/20/20 28.80 ZGNX QR: Cash 255M, burn 44M. Fintepla is the only candidate, but is on track to fill a need in two rare, orphan diseases (Dravet and LGS), and has thus far shown itself to have slightly better efficacy than GWPHs Epidiolex, which has peak sales estimates of 1B+ by 2022 (and was recently approved for both Dravet and LGS on 6/25/18). ZGNXs Fintepla has peak sales estimates of 1.5B+ for Dravet, LGS, and off-label use for other pediatric epilepsies. The consensus PT of $64/share still leaves some upside but this doesnt seem so mispriced after the big run-up in late 2017. 

CATALYSTS: 1Q20 (Fintepla phase 3 for LGS top-line data), 1Q20? (Fintepla MAA decision), 3/25/20 (Fintepla PDUFA date) 

VALUATION: consensus 64 (12).

SUMMARY:'\n''\n'LIQUIDITY:'\n''\n'EVENTS:'\n''\n'11/25/19 BO: +4%. FDA has accepted NDA for FINTEPLA for the treatment of seizures associated with Dravet syndrome. PDUFA target action date is March 25, 2020.The FDA is currently not planning to hold an AdComm meeting. q4. cp 68k. tp 16k.'\n''\n'8/26/19 BO: -11%. Has agreed to acquire privately held Modis Therapeutics. ZGNX will pay Modis $250M upfront, consisting of $175M in cash plus $75M in ZGNX common stock, a $100M milestone upon FDA approval of MT1621 (phase 2 just completed), a $50M milestone upon approval in Europe and a 5% royalty on net sales. I dont have estimates of Modis candidates. I havent listened to the call but maybe investors dont like the $250M upfront payment. There is also a comment that they were mentioned on 60 Minutes last night but I havent confirmed (they used to have an opioid product Zohydro). No action. q4. cp 51k. tp 18k.'\n''\n'6/27/19: +15%. After meeting with FDA, expects to resubmit NDA for Fintepla during 3Q19. The agency agreed to its plan to refile the application without new chronic toxicity studies. And the correct dataset will, of course, be included. They have also lost BTD designation because a second treatment for seizures due to Dravet syndrome (CBD) is now available. q4. cp 49k. tp 16k.'\n''\n'4/9/19: -23%. Cash 514M, burn 35M. Receives an RTF letter from FDA for 2 issues relating to Fintepla for Dravet syndrome NDA: 1) certain non-clinical toxicology studies were not submitted, and 2) an incorrect data set was submitted. The FDA has not recommended or required any additional efficacy or safety studies. The second issue seems very easily corrected. The first issue could simply cause a 6-9 month delay. On the conference call they said that from previous discussions with the FDA, they were under the impression that submitting historical toxicology study data would suffice. The FDA apparently did not see it that way. They are seeking an immediate type A meeting to clarify, but if they have to conduct their own toxicology study, it will take 6-9 months. Some of the analysts have cut their PTs a bit, but all PTs remain in the 50+ range. This announcement does not affect the MAA in the EU at all (a decision is expected 1Q20). I would buy some and put it in q4. cp 0k. tp 21k'\n''\n'7/12/18: +20%. Second Dravet syndrome study (phase 3 study 1504) reported positive results.

PIPELINE:

Fintepla (ZX008) (Dravet syndrome): 3/25/20 PDUFA. US Orphan/Pediatric Drug. EU Orphan/Pediatric Drug. Japan seeking Orphan Drug. Fintepla is a low dose of fenfluramine, which was taken off the market because of cardiac issues in the 1990s. However, since no cardiac issues came up during the trials, premium pricing could be justified) (3). '\n''\n'Fintepla (ZX008) (LGS): Phase 3 data expected 1Q20. US Orphan Drug. EU Orphan Drug. Japan seeking Orphan Drug.'\n''\n'Fintepla (ZX008) (Doose syndrome and other rare epilepsies): Phase 1'\n''\n'MT1621 (TK2d): Phase 2. '\n''\n'GLOSSARY:'\n'LGS: Lennox Gastaut Syndrome'\n'TK2d: Thymidine Kinase 2 deficiency'\n''\n'SOURCES:'\n'1. https://zogenixinc.gcs-web.com/static-files/378c804d-5fb5-456b-a6f3-d75e10805e7f'\n'2. <span style=""font-family: Tahoma; font-size: 10pt; color: black;"">https://www.businessinsider.com/cost-first-fda-approved-marijuana-medication-epidiolex-2018-8</span>'\n'<span style=""font-family: Tahoma; font-size: 10pt; color: black;"">3. </span><font color=""#000000"" face=""Tahoma""><span style=""font-size: 13.3333px;"">https://www.biopharmadive.com/news/new-epilepsy-data-sets-zogenix-up-for-showdown-with-gw/527658/</span></font>",,3,6,26.00,25.02,0,0,0,0.00
ACB,0.00,0.00,2020-08-21,9.41,"8/21/20 ACB QR: Cash 230M, burn 60M. ACB is a Canadian cannabis company. Pass.'\n''\n'CATALYSTS:'\n''\n'VALUATION: '\n'2021 EPS avg '\n'price'\n'fwd PE'\n''\n'LIQUIDITY:'\n'as of 6/30/20'\n'current debt M'\n'long-term debt M'\n'
SEASONALITY:'\n''\n'SUMMARY:'\n''\n'EVENTS:'\n''\n'PIPELINE:'\n''\n'GLOSSARY:'\n''\n'SOURCES:'\n''\n'",,3,6,14.74,4.50,0,0,0,0.00
ACCO,8.69,11.33,2020-10-29,5.58,"12/7/20 8.30 ACCO QR: Cash 86M, pos. ACCO provides school and office supplies to resellers such as Office Depot. They are expecting flattish organic growth over the next few years (negative growth in North American offset by positive growth internationally), and this is likely why it took longer than most to recover from the COVID-19 sell-off (along with the debt and pension obligations). There are no major maturities until 2024 and the average interest rate of 3.5% is low, but the forward PE is back up to 8x so not so cheap anymore. The stock has hovered around $10 since 2016, so this seems like a good place to exit. Move from q4 (C) to pass (E).'\n''\n''\n'11/24/20 8.36 ACCO QR: Cash 86M, pos. ACCO provides school and office supplies to resellers such as Office Depot. They are expecting flattish organic growth over the next few years (negative growth in North American offset by positive growth internationally), and this is likely why it took longer than most to recover from the COVID-19 sell-off (along with the debt and pension obligations). There are no major maturities until 2024 and the average interest rate of 3.5% is low, but the forward PE is back up to 8x so not so cheap anymore. The stock has hovered around $10 since 2016, so this seems like a good place to exit. Move from q4 (C) to pass (E).'\n''\n''\n'11/16/20 7.71 ACCO QR: Cash 86M, pos. ACCO provides school and office supplies to resellers such as Office Depot. They are expecting flattish organic growth over the next few years (negative growth in North American offset by positive growth internationally), and this is likely why it has not recovered from the COVID-19 sell-off (along with the debt and pension obligations). But there are no major maturities until 2024, the average interest rate of 3.5% is low, and the valuation is attractive. q4.'\n''\n'CATALYSTS:'\n''\n'VALUATION: '\n'2021 EPS avg 1.04'\n'price 8.36'\n'fwd PE 8x'\n''\n''\n'2020 FCF guidance 100M (previously 170M)'\n'diluted mkt cap 866M'\n'fwd P/FCF 8.7x'\n''\n'LIQUIDITY:'\n'as of 9/30/20'\n'current debt 36M'\n'long-term debt 876M'\n'pension obligation 269M'\n'
SEASONALITY:'\n''\n'SUMMARY:'\n''\n'EVENTS:'\n''\n'PIPELINE:'\n''\n'GLOSSARY:'\n''\n'SOURCES:'\n'",,3,6,8.73,8.30,0,0,0,0.00
ACET,0.56,0.56,2017-08-28,10.50,"ACET QR: Filed for bankruptcy on 2/20/19. If we subtract inventory of 184M and intangible assets of 221M, then the hard/liquid assets are only 686M, and total liabilities are 763M. They are still going to sell the Rising segment, but this is the generic drug segment that has been performing poorly all year and has caused the stock to decline. It isnt clear that this is a buying opportunity. Move to q5 for a tiny speculative buy of 0.2%.'\n'
CATALYSTS: before 6/30/19 (sale of Rising segment)

VALUATION: consensus 9 (1).

2019 EPS avg -0.87'\n''\n'LIQUIDITY:'\n''\n'SEASONALITY: None.'\n'
SUMMARY:

Human Health:

Pharmaceuticals Ingredients:

Performance Chemicals:

EVENTS:'\n''\n'2/20/19: -60%. 4Q18 misses big on EPS, and the file for bankruptcy to facilitate the sale of the Chemicals segment (for 338M) and the stalking horse sale of the Rising segment. doesnt seem like a buying opportunity. with the sale of the Chemicals segment for 338M, cash is now 380M and total assets are 1,091M. But is we subtract inventory of 184M and intangible assets of 221M, then the hard/liquid assets are only 686M. Total liabilities are 763M. They are also going to sell the Rising segment, but this is the segment that has performing very poorly and caused the stock to decline this year. I would sell most of the position and maybe just keep 0.2%'\n''\n'2/13/19: -19%. they are unable to file their 10-Q on time because management has been busy with the strategic review. Also, TEVAs poor earnings results are pressuring other generic companies. no action. q4. cp 46k. tp 41k'\n''\n'11/9/18: -13%. 1QFY19 saw a continued deterioration of the Rising segment due to the poor generic pricing environment. The failure to supply penalties should continue to decrease, as they were able to get the number of SKUs on back-order down from 22% to 4%. The strategic review will likely result in a partial/full sale of the company, which will be used to pay down some debt. The other segments are doing ok and so are worth having a small position in. '\n''\n'9/28/18: -7%. 4Q18 missed big on EPS, as there was a 15M penalty because they could not supply a needed chemical to a customer. But this issue is being worked out. The Pharmaceutical Ingredients and Performance Chemicals segments continue to grow and remain very profitable, but the Human Health segment continues to drag down results. Management would not comment at all on the ongoing strategic review, but their lenders must see value here, or else they would not have offered debt covenant waivers through mid-2019. Without the 15M supply penalty, adj net income of -17M would have been close to break-even.'\n'https://seekingalpha.com/pr/17284420-aceto-reports-fiscal-2018-fourth-quarter-full-year-results
'\n'9/26/18: -7%. ACET will be dropped from the SmallCap index since it isnt representative of the space anymore.'\n''\n'7/17/18: +2%. Court rules that the Buy America Act permits the purchase of domestic end-products even if some components were not made in the US. The government had previously terminated 11 VA contracts with an ACET subsidiary after claiming that ingredients were being sourced from India. Governemnt has 60 days to appeal.'\n'
5/4/18: +9%. 3Q18 obtained a waiver for financial covenants (it is too early to tell for next quarter). They remain at break-even profitability, sustained by the stable cash-generating businesses of Pharmaceuticals Ingredients and Performance Chemicals. 

However, two new concerns emerged during the quarter. First, the VA notified them that some of their ingredients are not being sourced from US suppliers. They are working on resolving this issue. Second, they incurred a 10M penalty for failing to deliver certain chemical supplies to a customer. They anticipate another penalty in 4Q18, but that this should be the tail end of the penalties, as they are billed for missed shipments in previous quarters. 

4/19/18: -60%. ACET is negotiating with lenders to waive leverage and debt service covenants to avoid a default, taking a 230-260M asset impairment charge, and pulling guidance from February due to continued competitive generic pricing pressure. The CFO has also resigned and has hired an outside advisor to conduct a strategic review of business.

2/1/18: 2Q18 revs 171M, +36% YOY. Gross margin 20% vs 25%. Net income 0M (excludes 14M charge for tax reform). Still seeing pricing pressure from greater competitive intensity and customer consolidations. Dont think pricing environment will improve this year, 2H18 figures will be only slightly better than 1H18. FY18 guidance for revs to increase 10-15%, non-GAAP EPS 1.00-1.05.

11/3/17: 1Q 2018 earnings saw net sales of 185M vs 128M, up 45% YOY but largely due to acquisition of 55M worth of products of Citron and Lucid.  Gross margin was 22% vs 24% YOY. SGA expense was 31M, up 48% from 21M due to 5.4M in amortization expense associated with purchase of intangible assets related to Citron and Lucid purchases. Also 4.1M of one-time costs associated with departure of CEO. Net income did drop to 0.5M, a 90% decrease due to lower gross margins and higher expenses. Cash flow did allow for pay-down of 24M of debt. Things moving in the right direction with Rising Pharmaceuticals business, Citron, and Lucid products, and expense synergies will realize 4M of gain. Is lowering 2018 guidance due to continued generic pricing pressure, and some product launches will be delayed. 2018 EPS guidance of 1.00  1.32 gives a forward PE of 9.8  7.4. Management has indicated that this is a cyclical downturn, as has been seen before in the industry, and ACET is well-positioned to weather the storm.",,3,6,15.73,0.54,0,0,0,0.00
ACHC,0.00,0.00,2018-11-18,32.55,"ACHC QR: ACHC went up starting on 10/18/18 after buyout interest rumors. It then came down on lowered guidance and reports of a stalled sales process, as well as subpoenas at a West Virginia lab services facility. Even with the down move, the forward PE is not cheap.'\n''\n''\n'CATALYSTS:'\n''\n''\n'VALUATION: '\n''\n''\n'2018 adj EPS guidance 2.26'\n'current price 32.55'\n'forward PE 14'\n''\n''\n'2019 EPS avg 2.45 (+8%)'\n'current price 32.55'\n'forward PE 13'\n''\n''\n'LIQUIDITY:'\n''\n''\n'SEASONALITY:'\n''\n''\n'SUMMARY:'\n''\n''\n'EVENTS:'\n''\n''\n''\n''\n'",,3,6,28.90,32.55,0,0,0,0.00
ACHN,8.00,8.00,2017-11-17,3.00,"ACHN QR: Cash 241M, burn 20M. The promise of the Hepatitis C collaboration with Janssen pushed the stock to $15/share in 2015. However, the Hepatitis C part of the pipeline has been discontinued, and the focus is now on early stage Factor D inhibitor candidates going after the same market as Soliris, which had 2016 US net sales of $1.1B (mainly for PNH indication). The early data that was released for the second-generation candidate ACH-5228 was very promising, as its much more potent than the first generation candidate danicopan and showed a greater than 95% sustained mean inhibition of the alternative pathway. But without the data for LDH reduction, we arent yet able to make a direct comparison to Soliris (which blocks terminal complement pathway activation), so I cannot fully complete the peak sales estimates. The market cap is about $600M, so subtracting the $241M of cash means their pipeline is being valued at about $360M. Difficult to say whether its mispriced. On 10/16/19 BO, they announced a buyout offer from ALXN for $6.30/share in cash and up to $8.30/share based on future development and regulatory milestones. Pass. 

CATALYSTS: 4Q19 (danicopan PNH target date for global regulatory discussions), 4Q19 (ACH-5228 target IND submission), early 2020 (initiate phase 3 for ACH-5228), 2020 (danicopan regulatory discussions for C3G)
'\n'VALUATION: consensus 8 (2).'\n''\n'LIQUIDITY:'\n''\n'SEASONALITY: None.'\n''\n'SUMMARY:'\n''\n'EVENTS:'\n''\n''\n'10/16/19 BO: +75%. gm. ACHN-getting bought by ALXN for 6.30/share and up to 8.30/share based on future milestones (1.00/share if danicopan is approved in US and 1.00/share for start of phase 3 for ACH-5228). Pass. 

7/22/19 BO: +16%. In phase 1 study, ACH-5228 delivers near complete and sustained inhibition of the complement alternative pathway. The study demonstrated that ACH-5228 was generally well tolerated over the dose ranges tested, which include the doses expected to be evaluated in Phase 2 trials.
'\n''\n'End December 2018: No explanation fro start of uptrend.'\n''\n'12/17/18 AH: -19%. Reported interim results for the Companys Phase 2 trials of its first-generation oral factor D inhibitor, ACH-4471, as well as Phase 1 pharmacokinetics and potency data for its next-generation factor D inhibitors, ACH-5228 and ACH-5548. '\n''\n'PIPELINE:'\n''\n'DANICOPAN (ACH-4471) + Soliris (eculizumab) (PNH): Phase 2 combo study. First generation oral Factor D inhibitor. Results as a monotherapy were underwhelming so the hope is it can still generate sales as an add-on to Soliris. Early results for 10 patients shows a major reduction in the need for blood transfusions with the combo treatment compared to Soliris alone (1, slide 15), but the market is not very convinced thus far of the comercial prospects for danicopan. Updated data shows basically no benefit from combo in terms of LDL reduction (2, slides 12 and 14).'\n''\n'DANICOPAN (ACH-4471) (PNH): Phase 2 monotherapy extension study for patients who do not respond to Soliris. Plan is to convert to ACH-5228 in 1Q20.'\n'
DANICOPAN (ACH-4471) (C3G/IC-MPGN): Phase 2 (12-month PoC open-label study). US and EU Orphan Drug for C3G. No approved treatments for patients with C3G. Current standard of care
dependent on steroids and broad-acting immunosuppression. So far we only have data from the first two patients which showed complement alternative pathway (AP) inhibition resulting in a greater than 50% reduction in proteinuria (2). '\n''\n'DANICOPAN (ACH-4471) (C3G/IC-MPGN): Phase 2 (6-month PoC randomized blinded study). '\n''\n'ACH-5228 (multiple AP diseases): Phase 1 complete. Second generation oral Factor D inhibitor. More potent than first-generation danicopan. So far we only have data on AP inhibition and AP hemolysis reduction (but not LDH levels) (1, slides 20/21), so a comparison to Soliris efficacy on hemolysis (as measured by LDH reduction), fatigue, quality of life, and anemia is not possible yet (4).'\n''\n'7 SERIES (multiple AP diseases): Preclinical. '\n''\n'GLOSSARY:'\n'AP: alternative pathway'\n'C3G: C3 glomerulopathy'\n'IC-MPGN: Immune Complex Mediated Membranoproliferative Glomerulonephritis'\n'PNH: paroxysmal nocturnal hemoglobinuria'\n''\n'SOURCES:'\n'1. July 2019 presentation, <a href=""http://ir.achillion.com/static-files/73327d44-94b5-45d3-945d-b0d35ed80af0"" style=""background-color: rgb(255, 255, 255);"">http://ir.achillion.com/static-files/73327d44-94b5-45d3-945d-b0d35ed80af0</a>'\n'2. <a href=""http://ir.achillion.com/news-releases/news-release-details/achillion-reports-preliminary-proof-concept-ach-4471-treatment"" style=""background-color: rgb(255, 255, 255);"">http://ir.achillion.com/news-releases/news-release-details/achillion-reports-preliminary-proof-concept-ach-4471-treatment</a>'\n'3. <a href=""http://ir.achillion.com/news-releases/news-release-details/achillions-ach-5228-achieves-positive-results-phase-1-multiple"" style=""background-color: rgb(255, 255, 255);"">http://ir.achillion.com/news-releases/news-release-details/achillions-ach-5228-achieves-positive-results-phase-1-multiple</a>'\n'4. <a href=""https://news.alexion.com/press-release/product-news/soliris-demonstrates-reductions-hemolysis-and-improvements-fatigue-overal"" style=""background-color: rgb(255, 255, 255);"">https://news.alexion.com/press-release/product-news/soliris-demonstrates-reductions-hemolysis-and-improvements-fatigue-overal</a>",,3,6,6.77,6.37,0,0,0,0.00
ACIU,0.00,0.00,2020-09-23,4.80,"9/23/20  QR: Cash , burn . ACIU is a biotech researching CNS disorders such as Alzheimers, Parkinsons, etc. Lead candidate semorinemab became another casualty in the Alzheimers space when it failed a phase 2 trial on 9/23/20. Everything else in the pipeline is for CNS conditions. Pass.'\n''\n''\n'CATALYSTS:'\n''\n''\n'VALUATION:'\n''\n''\n'2021 EPS avg'\n'price'\n'fwd PE'\n''\n''\n'LIQUIDITY:'\n'as of 6/30/20'\n'current debt M'\n'long-term debt M'\n''\n''\n'SEASONALITY:'\n''\n''\n'SUMMARY:'\n''\n''\n'EVENTS:'\n''\n''\n'9/23/20 BO: -45%. Phase 2 clinical trial, TAURIEL, evaluating anti-Tau antibody semorinemab in patients with early Alzheimer's disease (AD) failed to beat placebo as measured by the change from baseline in a scale called CDR-Sum of Boxes, the primary endpoint.'\n''\n'PIPELINE:'\n''\n''\n'GLOSSARY:'\n'CNS: central nervous system'\n''\n''\n'SOURCES:",,3,6,0.00,4.80,0,0,0,0.00
ACLS,0.00,0.00,2020-10-29,21.94,"10/29/20 21.94 ACLS QR: Cash 190M, pos. ACLS manufactures and services ion implantation and other processing equipment used in the fabrication of semiconductor chips around the world. Management says their target business model could generate revenues of $650M (1, slide 30). 3Q20 guidance is for $110M, +57% yoy but -11% qoq. They have fluctuated between annual revenues of $250M - $450M since 2015, and it's not clear that their new line of Purion equipment will boost revenue growth to get to $650M per year. An SA comment (2) says that at an investor conference, management said revenues of $650M would lead to EPS of $3.00. This would make for an attractive forward PE, especially for a tech company. But validating the revenue target of $650M is difficult, and the forward PE using consensus EPS is so-so. They have no debt, but the stock has hovered around $20/share since 2018, so it's not clear this is mispriced. q5/pass.'\n''\n'CATALYSTS:'\n''\n'VALUATION: '\n'2021 EPS avg 1.56 (+33%)'\n'price 21.94'\n'fwd PE 14x'\n''\n'LIQUIDITY:'\n'as of 6/30/20'\n'current debt 0M'\n'long-term debt 0M'\n'
SEASONALITY:'\n''\n'SUMMARY:'\n''\n'EVENTS:'\n''\n'PIPELINE:'\n''\n'GLOSSARY:'\n''\n'SOURCES:'\n'1. Aug 4, 2020 presentation: https://investor.axcelis.com/static-files/a140fbec-a336-46ec-b07e-f3b4af72d298'\n'2. https://seekingalpha.com/article/4378645-axcelis-beam-me-up-scotty'\n''\n'",,3,6,36.18,21.94,0,0,0,0.00
ACNB,0.00,0.00,2020-10-27,21.49,"10/27/20 ACNB QR: Assets 2.4B, pos. ACNB is a community bank serving southcentral Pennsylvania. The stated book value is higher than the current price, but it would be difficult to verify. Dividend is under 5% so not too exciting. Pass.'\n''\n'CATALYSTS:'\n''\n'VALUATION: Dividend 1.00 (4.6%)'\n''\n'2021 EPS avg NA'\n'price'\n'fwd PE'\n''\n'Book value/share (as of 6/30/20) 29.00'\n'price 21.49'\n''\n'LIQUIDITY:'\n'as of 6/30/20'\n'current debt M'\n'long-term debt M'\n'
SEASONALITY:'\n''\n'SUMMARY:'\n''\n'EVENTS:'\n''\n'PIPELINE:'\n''\n'GLOSSARY:'\n''\n'SOURCES:'\n''\n'",,3,6,0.00,21.49,0,0,0,0.00
ACOR,28.00,0.00,2017-11-15,18.00,"ACOR QR: Inbrija could bring in 500-800M. Desired entry price: 12.14/share.

CATALYSTS: 1/5/19 (Inbrija PDUFA)'\n''\n''\n'VALUATION: consensus 23 (9).'\n''\n'Inbrija peak sales 650M'\n'P/S 1.5x'\n'expected value 975M'\n'current mkt cap 905M'\n'desired entry 700M'\n''\n'LIQUIDITY:'\n''\n''\n'SUMMARY:'\n''\n''\n'EVENTS:'\n''\n'9/10/18: -24%. Lost a court ruling regarding Ampyra patent claims. Generics will likely enter the market soon, so Amypra revs will be non-material.'\n''\n'PIPELINE:

Ampyra (dalfampridine): Marketed. ACOR lost a court ruling regarding their patent claims, so generic entrants will likely appear on the market soon, wiping out revs.

Fampyra: Marketed.

Inbrija (CVT-301) (Parkinsons): Phase 3 complete. Management expects at least 500M in sales. JP Morgan says 800M (2). Will probably cost about 15K/yr (1). There are 350K parkinsons patients that experience OFF periods, so the addressable market is 5B. 10% market share seems a reasonable base estimate.

Tozadenant (Parkinsons): Phase 3. Even though management says data readout will continue 1Q18, lets assume this compound will be discontinued due to 5 patient deaths.

SYN120 (Parkinsons dementia): Phase 2.

BTT1023 (timolumab): (Primary Sclerosing Cholangitis (PSC)): Phase 2.

CVT-427 (Migraine): Phase 1 ended.

rHIgM22 (MS): Phase 1.

11/15/17: Announce 5 patient deaths in phase 3 tozadenant Parkinsons trial. Over 90% of trial completed so data readout still planned for 1Q18. At this point no unifying theme as to what caused deaths, other than they all happened within the same time window from when trial started.

10/31/17: Ampyra net revenue 133M. Is vigorously pursuing Ampyra appeal, as generic entrants could enter market July 2018 after initial loss in court. Fampyra sales of 3.1M vs 2.6M YOY. Reiterates 2017 guidance of Ampyra 535M  545M. Net loss 25M.

8/29/17: Receives RTF from FDA for Inbrija NDA. The specific issues were the date that the manufacturing site would be ready for inspection and a question regarding the submission of the drug master production record. The agency also requested additional information at resubmission that is outside of the RTF.

SOURCES:'\n''\n''\n'1. https://seekingalpha.com/article/4151634-acorda-achieves-major-milestone-shares-continue-languish'\n'2. https://www.smarteranalyst.com/analyst-insights/biotech-stocks/j-p-morgan-cuts-price-target-acorda-acor-stock-following-negative-ruling-ampyra-patent/",,3,6,0.76,16.16,0,0,0,0.00
